Source,Target,Weight
0,1,0.09965031744550507
0,2,0.06703200460356395
0,3,0.10323656765748244
0,4,0.3339702233526277
0,5,0.06703200460356395
0,6,0.10322928708948845
0,7,0.06703200460356395
0,8,0.10195856793420105
0,9,0.06703200460356395
0,10,0.10151187072058529
0,11,0.22910478365758194
0,12,0.09668518649677077
0,13,0.06703200460356395
0,14,0.10322928708948845
0,15,0.1587672278326401
0,16,0.06703200460356395
0,17,0.2028027103856003
0,18,0.10409876519393163
0,19,0.7808053066649209
0,20,0.06703200460356395
0,21,0.06703200460356395
0,22,0.06703200460356395
0,23,0.10318357321996252
0,24,0.06703200460356395
0,25,0.12994215371788526
0,26,0.14549665092871422
0,27,0.06703200460356395
0,28,0.06703200460356395
0,29,0.06703200460356395
0,30,0.06703200460356395
0,31,0.10422887951494408
0,32,0.06703200460356395
0,33,0.06703200460356395
0,34,0.15624195261786525
0,35,0.20509621787736712
0,36,0.10055043189816701
0,37,0.06703200460356395
0,38,0.06703200460356395
0,39,0.15773476928514263
0,40,0.06703200460356395
0,41,0.07242244734011087
0,42,0.10094446265458974
0,43,0.15142644874718592
0,44,0.06703200460356395
0,45,0.06703200460356395
0,46,0.06703200460356395
0,47,0.335388440501084
0,48,0.06703200460356395
0,49,0.06703200460356395
0,50,0.15406232558776853
0,51,0.10134120809638798
0,52,0.06703200460356395
0,53,0.06703200460356395
0,54,0.10342707913636706
0,55,0.06703200460356395
0,56,0.1042844149343823
0,57,0.06703200460356395
0,58,0.06703200460356395
0,59,0.06703200460356395
0,60,0.06703200460356395
0,61,0.10021808604152095
0,62,0.06703200460356395
0,63,0.1012003434560043
0,64,0.06703200460356395
0,65,0.10580625410019916
0,66,0.10320658021689734
0,67,0.10312334281604192
0,68,0.06703200460356395
0,69,0.06703200460356395
0,70,0.06703200460356395
0,71,0.06703200460356395
0,72,0.06703200460356395
0,73,0.06703200460356395
0,74,0.06703200460356395
0,75,0.10433975487118093
0,76,0.1373574735037209
0,77,0.23731136578774717
0,78,0.09919810346491303
0,79,0.06703200460356395
0,80,0.10403464348583205
0,81,0.06703200460356395
0,82,0.06703200460356395
0,83,0.06703200460356395
0,84,0.06703200460356395
0,85,0.06703200460356395
0,86,0.06703200460356395
0,87,0.06703200460356395
0,88,0.10290819686132258
0,89,0.06703200460356395
0,90,0.15654325995172427
0,91,0.1043163488729465
0,92,0.14979019035752386
0,93,0.10285286136817871
0,94,0.06703200460356395
0,95,0.10322928708948845
0,96,0.10322928708948845
0,97,0.10436610954622741
0,98,0.06703200460356395
0,99,0.3189763351361205
1,2,0.06703200460356395
1,3,0.06703200460356395
1,4,0.06703200460356395
1,5,0.15024672239614997
1,6,0.06703200460356395
1,7,0.14930746699362388
1,8,0.10373556726469305
1,9,0.06703200460356395
1,10,0.3058648784629853
1,11,0.06703200460356395
1,12,0.06703200460356395
1,13,0.06703200460356395
1,14,0.15815526167623373
1,15,0.10322928708948845
1,16,0.10420995927515805
1,17,0.06703200460356395
1,18,0.06703200460356395
1,19,0.06703200460356395
1,20,0.06703200460356395
1,21,0.06703200460356395
1,22,0.06703200460356395
1,23,0.06703200460356395
1,24,0.06703200460356395
1,25,0.06703200460356395
1,26,0.10421476865101811
1,27,0.10322928708948845
1,28,0.06703200460356395
1,29,0.10366480820097809
1,30,0.06703200460356395
1,31,0.06703200460356395
1,32,0.06703200460356395
1,33,0.06703200460356395
1,34,0.09514326785722532
1,35,0.06703200460356395
1,36,0.10144748648221558
1,37,0.06872297723828015
1,38,0.06703200460356395
1,39,0.06703200460356395
1,40,0.06703200460356395
1,41,0.14580513905485096
1,42,0.10359891211471332
1,43,0.06703200460356395
1,44,0.10324976472943287
1,45,0.06703200460356395
1,46,0.15373784137448626
1,47,0.2345126917253079
1,48,0.22790595472004316
1,49,0.06703200460356395
1,50,0.06703200460356395
1,51,0.09654067977989646
1,52,0.09675859183803147
1,53,0.22972994462569898
1,54,0.15708633030442923
1,55,0.10337008042202854
1,56,0.15830815785453858
1,57,0.10340078668324487
1,58,0.06036230427518647
1,59,0.05323235147015094
1,60,0.10424846910384006
1,61,0.10365535220885458
1,62,0.11576160840252989
1,63,0.06703200460356395
1,64,0.04531363511200921
1,65,0.06703200460356395
1,66,0.08969495005867295
1,67,0.09331318274461643
1,68,0.09509408983695411
1,69,0.06703200460356395
1,70,0.10393674974812184
1,71,0.06703200460356395
1,72,0.10155997923719234
1,73,0.06703200460356395
1,74,0.10335808794154352
1,75,0.10355939899663474
1,76,0.06703200460356395
1,77,0.06703200460356395
1,78,0.04531363511200921
1,79,0.06703200460356395
1,80,0.10218097459221755
1,81,0.10424288978587483
1,82,0.1040311314170809
1,83,0.06703200460356395
1,84,0.06703200460356395
1,85,0.06703200460356395
1,86,0.06703200460356395
1,87,0.10409872853049947
1,88,0.17363176225177596
1,89,0.07526555490510957
1,90,0.14186988755906565
1,91,0.06703200460356395
1,92,0.14794713438253942
1,93,0.06703200460356395
1,94,0.14690209136416865
1,95,0.10393688207059683
1,96,0.10339476961745049
1,97,0.06703200460356395
1,98,0.06703200460356395
1,99,0.06703200460356395
2,3,0.10100744026440658
2,4,0.06703200460356395
2,5,0.06703200460356395
2,6,0.09826104055138143
2,7,0.10333504552571672
2,8,0.15890694219830392
2,9,0.06703200460356395
2,10,0.06703200460356395
2,11,0.06703200460356395
2,12,0.06703200460356395
2,13,0.06703200460356395
2,14,0.06703200460356395
2,15,0.06703200460356395
2,16,0.15212675165540543
2,17,0.1031452183288474
2,18,0.06703200460356395
2,19,0.1214017388948476
2,20,0.06703200460356395
