Source,Target,Weight
0,19,0.9126158323771485
0,20,0.7679355676774182
0,63,0.6903785549649356
0,84,0.7910041430388776
0,85,0.9065546918316564
1,10,0.9037634800044708
1,53,0.5583550441164197
1,67,0.9120173058820056
1,68,0.8657763575409682
1,89,0.8118622647441359
1,90,0.6658889498369505
2,37,0.813010488521304
2,96,0.6242948016060003
3,9,0.5767682702160771
3,21,0.7181147474548928
3,35,0.9133824781993823
3,66,0.6233813627605725
3,78,0.800587118137786
3,79,0.8665305835055348
4,43,0.5351867623292749
4,47,0.691201081766345
4,55,0.866752279402431
4,67,0.9064045292260817
4,98,0.5739885040688202
5,54,0.6868491834913943
5,66,0.9108378231959005
5,84,0.5988985593119237
6,70,0.7523381724987801
7,9,0.5641679970244032
7,57,0.8986969337634433
7,89,0.909031352396334
8,11,0.8957396034528065
8,28,0.8097033076326474
8,32,0.5030845808461112
8,73,0.6189466804587261
8,80,0.7405274959672367
8,81,0.8503591956909449
9,11,0.5321477711254362
9,30,0.7112333394774448
9,33,0.6472029907902366
9,39,0.5785717220087384
9,49,0.6079694247449322
9,55,0.7672957435414055
9,56,0.5054837532707352
9,66,0.6265021805082253
9,67,0.8246149044374728
9,96,0.9143885968082044
10,12,0.5665717835701811
10,28,0.5155744212138843
10,38,0.9036122125225118
10,50,0.5129301332103839
10,52,0.6839517723348084
10,76,0.851638932003911
10,81,0.6570828723937174
10,87,0.8529491062931946
11,30,0.5832014874539934
11,71,0.723300596409382
11,81,0.6191218643085687
11,85,0.7925010370425719
11,89,0.6795307922182655
12,14,0.7138121681424223
12,28,0.9143390090759308
12,32,0.7686427862868305
12,43,0.812705627438232
12,55,0.605534638294898
12,58,0.5503878042180944
13,28,0.7474282752401051
13,59,0.6292037764846268
13,74,0.8590765918863141
14,45,0.884843021386906
14,56,0.8487630901760336
14,64,0.9139142167706735
14,72,0.842380697752912
14,74,0.6126473411413041
14,75,0.8158752307002124
15,24,0.909527281801529
15,31,0.7944781215177671
15,55,0.8075515777198217
15,58,0.901756778726866
15,61,0.8149383925423204
15,87,0.6082988908755312
16,19,0.8690256179778968
16,31,0.9109374788728742
16,36,0.8028366151881536
16,49,0.5827644775397199
16,50,0.6260048757102495
16,83,0.8363490478053637
16,95,0.8585133020567242
17,32,0.9068698731890601
17,44,0.5532794739353962
17,48,0.9047148164052871
18,26,0.8623004111692126
18,35,0.6144681148070359
18,79,0.8951714628707874
18,95,0.7802039840527114
20,45,0.9044793879481541
20,57,0.8458495813431258
20,74,0.9042375843259083
20,86,0.9098247336340599
20,87,0.7826069645134538
21,46,0.8898033660797103
21,73,0.9041541497264584
21,79,0.608960902607973
22,32,0.9117962590493244
22,65,0.720362407033896
22,84,0.8653361600710641
22,95,0.9122890058495235
23,27,0.6434697967200341
23,39,0.6454031673075055
23,84,0.6142770198747435
23,88,0.7213582487571077
24,56,0.8488677561178286
24,67,0.8874827199468265
24,68,0.7653265594664013
24,78,0.9116959055390959
24,80,0.6372587252525873
25,30,0.7116963339616424
25,31,0.682237023364851
25,39,0.5195544355133156
25,78,0.5855799483535492
25,86,0.8773752625431619
26,36,0.9099096822481898
26,47,0.8647915582746697
26,84,0.8190070011841929
28,56,0.8896742980912495
28,58,0.6287284569563322
28,88,0.5659652306359211
28,98,0.9045890263413591
29,49,0.9122766754287001
29,58,0.8653539977653697
29,87,0.9106707175078793
29,91,0.5806037724724227
30,43,0.8785937558361593
30,59,0.7762113025995784
30,62,0.8482395341459489
30,80,0.9142075857129154
30,84,0.82585244980429
30,90,0.9046358162843023
31,53,0.7601729607547851
31,57,0.7335927449602548
31,63,0.7596689949089446
31,66,0.8756493052296576
31,92,0.8765816582076726
31,94,0.8986270719574476
32,37,0.545302827226872
32,49,0.8887342718575705
32,66,0.5187770577697426
32,90,0.8412192258249379
32,97,0.6897185099620445
33,39,0.8389810811638717
33,55,0.7770191037080924
33,56,0.860780152433452
33,57,0.8621281185712854
33,61,0.5101897991657829
33,65,0.8970661452695314
33,77,0.6066900209656519
33,78,0.5870922648116798
33,82,0.6292390731042893
33,89,0.7989605742657521
34,48,0.5913051950808803
34,66,0.8746512469664013
34,74,0.7663595508112367
34,88,0.5733949407258626
36,44,0.7043915067046436
36,96,0.9020199790662926
37,89,0.8947509184069589
38,79,0.7494099522946618
38,89,0.6844905508902778
38,98,0.5697305964380579
39,40,0.5516666679614585
39,50,0.6157677003561484
40,97,0.6443406213292338
41,54,0.640871812961369
41,81,0.818183106777143
41,97,0.6498585935786086
41,99,0.8940463987372883
43,96,0.9092572621410154
44,68,0.5931294432299965
44,77,0.7967607394791132
44,90,0.7554927591560641
45,66,0.7218349116520373
45,78,0.8428053530272037
47,58,0.8486305960365351
47,70,0.89327610882001
48,63,0.9066026584295944
48,96,0.5232337623037971
48,99,0.8515592907287797
49,94,0.6973825106341206
49,98,0.7076071900974183
50,79,0.7191877525287698
50,95,0.8980636958227235
50,96,0.8995283875924392
51,58,0.5168141424874224
51,62,0.5086258917784462
51,94,0.8535109303234653
53,55,0.8448177547790505
53,82,0.6966078854455388
53,84,0.9070803298760118
54,94,0.516491105627181
54,98,0.9079538504397667
55,72,0.5054680659881267
55,77,0.740142461678305
55,91,0.7289637981139017
56,77,0.7860039903383956
56,95,0.7992029073225707
58,75,0.6014817357183121
59,94,0.5413333727505338
59,99,0.8029996238718773
61,67,0.6300427803031686
61,75,0.8797333455845686
61,98,0.6010293138031492
62,73,0.8078687377788134
62,75,0.8536521538057597
62,91,0.893588440921366
63,71,0.8971603829786754
64,68,0.8622562099552398
64,70,0.9051292071944851
64,76,0.5830462516706879
64,82,0.8999351902195939
64,96,0.9042914831668522
66,83,0.5668890880849443
67,93,0.7860224858813395
68,79,0.7112390385928711
71,78,0.7838971075858524
74,75,0.901424402521542
74,98,0.8824474174304814
75,77,0.857589890026243
75,85,0.8146161438611559
77,90,0.7653198557364198
77,95,0.661455307954893
78,97,0.5613358804626043
79,81,0.5392084877409702
79,96,0.6106880241315237
81,94,0.9104337815997915
86,87,0.728789346178787
90,94,0.891592551056559
91,95,0.6283984658466849
92,94,0.903133992023344
94,96,0.5706593841068399
94,99,0.9022371477686056
