Source,Target,Weight
0,6,0.5078597878318744
0,19,0.9105256778077786
0,20,0.8073084661783838
0,63,0.5795767938987749
0,84,0.7844525470717275
0,85,0.8981480982003525
1,10,0.8925650899867609
1,53,0.5869825193953517
1,67,0.9141838076229442
1,68,0.9101656606085342
1,89,0.7372640888908606
1,90,0.5516292278862038
2,37,0.738953983460782
2,96,0.509639147057082
3,9,0.6063398117849583
3,21,0.6125318073906953
3,35,0.9121169674182651
3,66,0.5053604880811734
3,78,0.7209167935480408
3,79,0.8239088730863542
3,97,0.5237997396961849
4,43,0.5626263743998314
4,47,0.7266397190447993
4,55,0.8988613461202172
4,67,0.8978456725451717
4,98,0.6034175239796625
5,54,0.5754836125759706
5,66,0.9068571498250034
5,86,0.5029967933526241
6,70,0.7909113754483269
7,57,0.8826071962194318
7,89,0.903162345920102
8,11,0.8768951985756318
8,28,0.7340994724157754
8,73,0.5106987585432725
8,80,0.6403068258005802
8,81,0.7968189941113879
9,30,0.6042157079069626
9,33,0.6803857977058938
9,55,0.6874768045807155
9,66,0.508668908798304
9,67,0.7563111943559591
9,96,0.914214569652568
10,38,0.8922642593973235
10,52,0.7190187295707389
10,76,0.7989127430197753
10,81,0.5418217511403374
10,87,0.8010648629045721
11,30,0.6131028671238876
11,71,0.6188635095526479
11,81,0.5008656197686185
11,85,0.7094567640837919
11,89,0.5670702401478152
12,14,0.6073212826260554
12,28,0.9141111861157895
12,32,0.676809176494117
12,43,0.7385049069396254
12,58,0.5786067903723486
12,99,0.5173513395637369
13,28,0.785749742374106
13,59,0.5115441061398811
13,74,0.9031223906233036
14,45,0.8564395630864307
14,56,0.8209802368975375
14,64,0.9132241067402181
14,72,0.7839457821247617
14,75,0.8577060482842538
15,24,0.9041735565810666
15,31,0.7122394357948197
15,55,0.7309618913263547
15,58,0.8885943829386554
15,61,0.7418022777173422
16,19,0.828217646337074
16,31,0.9070620108722582
16,36,0.7241433183888968
16,49,0.6126434512321822
16,50,0.5081405980526054
16,83,0.7744102625613645
16,95,0.8103031680752589
17,32,0.9041545300088335
17,44,0.5067125105832905
17,48,0.8944600097651054
18,26,0.9065114986553545
18,79,0.8758060259355236
18,95,0.6924215512106677
20,45,0.893990042909966
20,57,0.789505545242434
20,74,0.8935080367817038
20,86,0.9047810903276227
20,87,0.8227320816155707
21,46,0.8656419687664078
21,73,0.8933417996264688
21,79,0.640182995734817
22,32,0.9088305343291622
22,65,0.6157801897229597
22,84,0.9097028937317262
22,95,0.9098485808793109
23,27,0.5268955175236217
23,39,0.5289983558399457
23,84,0.5064401425397952
23,88,0.6164846226919027
23,89,0.5072319963304298
24,56,0.7943892792098086
24,67,0.8613133915608231
24,68,0.804565691255934
24,78,0.9086234539704501
24,80,0.5201759754493683
25,30,0.6047721463607714
25,31,0.5701704957898986
25,86,0.8429129256041876
26,36,0.9049548167347302
26,47,0.8209271208890486
26,84,0.7478589717227845
28,56,0.8653986155341069
28,58,0.511037590359119
28,98,0.8942085291943749
29,49,0.9098231802037543
29,58,0.8218894025478559
29,87,0.9065141081093974
30,43,0.8450943633786341
30,59,0.6869872708723079
30,62,0.8917297050510996
30,67,0.5026432710643487
30,80,0.9138363588794847
30,84,0.7581931106690312
30,90,0.8943019522301507
31,53,0.8328318906023329
31,57,0.771204849287864
31,63,0.6649438453487809
31,66,0.8398395660814808
31,92,0.8414971536188176
31,94,0.8824714927907524
32,37,0.5732611010357392
32,49,0.8636419863762741
32,90,0.7820967380450208
32,96,0.5227690569684075
32,97,0.5788075132871573
33,39,0.7785510032003619
33,55,0.7195704090036477
33,56,0.8141139257886996
33,57,0.8171786567005532
33,65,0.8794486190373761
33,82,0.5142412434614148
33,89,0.7185942498196164
34,66,0.8380707645706554
34,74,0.6737691987748553
36,44,0.7405064315313501
36,96,0.8891128736823759
37,89,0.8760256324812598
38,79,0.6516276314732082
38,89,0.5962465412117005
38,98,0.5989413087564033
39,40,0.5799512228619504
40,97,0.6773766714243921
41,54,0.5372493986460686
41,81,0.8601322516979487
41,97,0.6003749855514431
41,99,0.9029680086425795
43,96,0.9036226339588558
44,77,0.7154675468656863
44,90,0.7942277012221429
45,66,0.61706732990548
45,78,0.7846234550220604
47,58,0.8197977811787639
47,70,0.8721912453468098
48,63,0.8982455611782203
48,99,0.8861717488833086
49,94,0.6034339768187357
49,98,0.5998717356254312
50,79,0.7560612971011285
50,95,0.8813778843182466
50,96,0.88422602629468
51,94,0.8019903332964347
53,55,0.8672495906514576
53,82,0.5987802822637103
53,84,0.9059964148193764
54,97,0.502124203590729
54,98,0.9009736732991245
55,77,0.6398205471005132
55,91,0.6977104220906104
56,77,0.7037169457339779
56,95,0.7189397479899726
58,75,0.6323203637587439
59,99,0.7243779347279087
61,67,0.5195383561221809
61,75,0.8472322983382023
61,98,0.5093785973448544
62,73,0.7314231587962798
62,75,0.8022232113829967
62,91,0.8727848528335724
63,71,0.8796307144697286
64,68,0.8179893005649712
64,70,0.8959565958037861
64,82,0.8867610720629696
64,96,0.8936153787853032
65,75,0.5229120734740157
67,93,0.7004249930382405
68,79,0.6042226088949549
71,78,0.6974908347783233
74,75,0.8879398872830913
74,98,0.8520587285167135
75,77,0.8476439013338426
75,85,0.8262782154766631
77,90,0.7180988934346454
77,95,0.5466763186551215
78,97,0.5901161864891228
79,96,0.6419986686724547
81,94,0.9060279981859234
86,87,0.6368534783639536
87,96,0.5216426533251681
90,94,0.8690038145524219
91,95,0.5106857114590521
92,94,0.905832499882299
94,96,0.5999177163872642
94,99,0.8895414038111314
